run,fitness,n_evaluations,experiment_id
0,34,780,1
1,31,960,1
2,32,840,1
3,30,920,1
4,30,1060,1
5,31,960,1
6,30,1020,1
7,31,780,1
8,34,640,1
9,32,1160,1
10,34,740,1
11,33,900,1
12,34,900,1
13,30,1280,1
14,34,800,1
15,34,540,1
16,30,1060,1
17,34,840,1
18,34,800,1
19,30,1120,1
20,30,1480,1
21,30,880,1
22,34,800,1
23,32,980,1
24,32,1040,1
25,30,900,1
26,30,1140,1
27,30,680,1
28,34,640,1
29,220,480,1
30,30,1160,1
