run,fitness,n_evaluations,experiment_id
0,1200,3250,6
1,3600,2400,6
2,1200,3050,6
3,2400,3500,6
4,230,4050,6
5,1200,3150,6
6,222,3900,6
7,1200,3000,6
8,1200,3000,6
9,2400,3100,6
10,224,4800,6
11,224,4550,6
12,224,5500,6
13,2400,2850,6
14,2400,2400,6
15,1200,3050,6
16,3600,3100,6
17,2400,3500,6
18,2400,3000,6
19,6000,2350,6
20,2400,4500,6
21,2400,3000,6
22,3600,2600,6
23,1200,3150,6
24,3600,2100,6
25,3600,2900,6
26,4800,2550,6
27,2400,3450,6
28,6000,2400,6
29,3600,2750,6
30,1200,3400,6
