run,fitness,n_evaluations,experiment_id
0,77,1240,2
1,79,1040,2
2,720,620,2
3,360,600,2
4,1080,780,2
5,360,740,2
6,720,620,2
7,360,820,2
8,80,800,2
9,78,1620,2
10,360,600,2
11,360,600,2
12,360,660,2
13,76,1140,2
14,77,1220,2
15,76,1780,2
16,360,840,2
17,76,1360,2
18,74,1420,2
19,720,580,2
20,77,840,2
21,360,800,2
22,80,900,2
23,360,900,2
24,360,620,2
25,360,780,2
26,80,880,2
27,79,960,2
28,77,1020,2
29,720,600,2
30,79,1240,2
