run,fitness,n_evaluations,experiment_id
0,136,740,4
1,136,880,4
2,137,1320,4
3,136,960,4
4,140,1480,4
5,141,600,4
6,136,1120,4
7,141,720,4
8,136,1300,4
9,136,1240,4
10,139,920,4
11,136,1140,4
12,137,1020,4
13,136,940,4
14,141,1100,4
15,136,1060,4
16,136,1180,4
17,136,1260,4
18,146,660,4
19,136,1460,4
20,136,980,4
21,136,1060,4
22,141,800,4
23,136,1000,4
24,136,1120,4
25,136,980,4
26,140,820,4
27,132,1120,4
28,136,1360,4
29,132,1280,4
30,146,540,4
