run,fitness,n_evaluations,experiment_id
0,150,2050,5
1,138,4350,5
2,150,2650,5
3,144,2500,5
4,138,2300,5
5,148,2950,5
6,156,2300,5
7,146,3200,5
8,155,2250,5
9,152,1400,5
10,149,1700,5
11,138,3250,5
12,144,2950,5
13,143,3000,5
14,149,2650,5
15,144,3150,5
16,143,3200,5
17,148,2350,5
18,156,2500,5
19,160,1850,5
20,142,2900,5
21,157,2300,5
22,148,2800,5
23,149,2200,5
24,142,2850,5
25,148,2100,5
26,144,2450,5
27,144,2900,5
28,140,5750,5
29,143,2850,5
30,144,2450,5
